2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.164502164502164760e-02,6.926406926406927234e-01
1.000000000000000000e+00,2.000000000000000000e+00,1.306818181818181906e-02,5.619318181818182545e-01,0.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.164502164502164760e-02,6.926406926406927234e-01
2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.991341991341991774e-02,6.372294372294373677e-01
1.000000000000000000e+00,2.000000000000000000e+00,1.306818181818181906e-02,5.619318181818182545e-01,0.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.077922077922077920e-02,6.649350649350649345e-01
0.000000000000000000e+00,1.000000000000000000e+00,7.750000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.166666666666666519e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.420454545454545581e-02,6.107954545454545858e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.420454545454545581e-02,6.107954545454545858e-01,0.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.969696969696969890e-02,6.303030303030303649e-01
0.000000000000000000e+00,0.000000000000000000e+00,8.250000000000000666e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.948051948051948354e-02,6.233766233766234732e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.349431818181818198e-02,5.802556818181818787e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.278409090909090988e-02,5.497159090909091717e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.916666666666666297e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.034632034632034847e-02,6.510822510822511511e-01
