2.000000000000000000e+00,6.000000000000000000e+00,1.309272300469483674e-01,2.325788061703554788e-01,2.569751844399731366e-01,2.520959087860496356e-02,1.870389000670690666e-02,2.927565392354124912e-02,9.595908786049631156e-02,1.463782696177062456e-02,3.252850435949028018e-03,8.132126089872570044e-04
2.000000000000000000e+00,2.000000000000000000e+00,1.255281690140845063e-01,2.229879275653923465e-01,2.463782696177062026e-01,2.417002012072434411e-02,1.793259557344064128e-02,2.806841046277666271e-02,9.200201207243460799e-02,1.403420523138833136e-02,3.118712273641851412e-03,7.796780684104628531e-04
2.000000000000000000e+00,6.000000000000000000e+00,1.282276995305164369e-01,2.277833668678738988e-01,2.516767270288396974e-01,2.468980549966465557e-02,1.831824279007377571e-02,2.867203219315895418e-02,9.398054996646545978e-02,1.433601609657947709e-02,3.185781354795439498e-03,7.964453386988598746e-04
2.000000000000000000e+00,1.000000000000000000e+00,1.295774647887323883e-01,2.301810865191146749e-01,2.543259557344064170e-01,2.494969818913480783e-02,1.851106639839034118e-02,2.897384305835010165e-02,9.496981891348088567e-02,1.448692152917505083e-02,3.219315895372233758e-03,8.048289738430584395e-04
2.000000000000000000e+00,2.000000000000000000e+00,1.282276995305164369e-01,2.277833668678738988e-01,2.516767270288396974e-01,2.468980549966465557e-02,1.831824279007377571e-02,2.867203219315895418e-02,9.398054996646545978e-02,1.433601609657947709e-02,3.185781354795439498e-03,7.964453386988598746e-04
2.000000000000000000e+00,1.000000000000000000e+00,1.241784037558685549e-01,2.205902079141515981e-01,2.437290409121394830e-01,2.391012743125419532e-02,1.773977196512407928e-02,2.776659959758551871e-02,9.101274312541918210e-02,1.388329979879275936e-02,3.085177733065057586e-03,7.712944332662643966e-04
2.000000000000000000e+00,1.000000000000000000e+00,1.309272300469483674e-01,2.325788061703554788e-01,2.569751844399731366e-01,2.520959087860496356e-02,1.870389000670690666e-02,2.927565392354124912e-02,9.595908786049631156e-02,1.463782696177062456e-02,3.252850435949028018e-03,8.132126089872570044e-04
2.000000000000000000e+00,1.000000000000000000e+00,1.322769953051643188e-01,2.349765258215962549e-01,2.596244131455398563e-01,2.546948356807511929e-02,1.889671361502347560e-02,2.957746478873239659e-02,9.694835680751173745e-02,1.478873239436619830e-02,3.286384976525822278e-03,8.215962441314555694e-04
2.000000000000000000e+00,0.000000000000000000e+00,1.309272300469483674e-01,2.325788061703554788e-01,2.569751844399731366e-01,2.520959087860496356e-02,1.870389000670690666e-02,2.927565392354124912e-02,9.595908786049631156e-02,1.463782696177062456e-02,3.252850435949028018e-03,8.132126089872570044e-04
2.000000000000000000e+00,7.000000000000000000e+00,1.282276995305164369e-01,2.277833668678738988e-01,2.516767270288396974e-01,2.468980549966465557e-02,1.831824279007377571e-02,2.867203219315895418e-02,9.398054996646545978e-02,1.433601609657947709e-02,3.185781354795439498e-03,7.964453386988598746e-04
