-1.740391778295262926e+00,5.819813567354586992e-01,8.884814790712791677e-01,-3.466451037427084603e-01,-9.572025822165005637e-01,-9.759000729485527159e-02,-9.913139569895426662e-02,-3.441751377087378660e-01,-5.279193045420307318e-01,0.000000000000000000e+00
-1.738015305250652842e+00,-5.108906696633356281e-01,1.372811042537094295e+00,-2.312263615497133218e-01,6.431174119268173728e-02,-9.759000729485527159e-02,-9.913139569895426662e-02,5.212194816741971826e-01,-5.279193045420307318e-01,0.000000000000000000e+00
-1.735638832206042537e+00,1.019130167294976852e+00,9.692030729822483925e-01,-1.158076193567181972e-01,-8.112719645866174334e-01,-9.759000729485527159e-02,-9.913139569895426662e-02,5.212194816741971826e-01,-5.279193045420307318e-01,0.000000000000000000e+00
-1.733262359161432453e+00,5.819813567354586992e-01,-4.837856174151952127e-01,8.075423181872416478e-01,-9.572025822165005637e-01,-9.759000729485527159e-02,-9.913139569895426662e-02,6.942984055507841479e-01,-5.279193045420307318e-01,1.000000000000000000e+00
-1.730885886116822148e+00,-5.837488047565886351e-01,-4.837856174151952127e-01,-2.312263615497133218e-01,2.034375079196104608e+00,-9.759000729485527159e-02,-9.913139569895426662e-02,-3.441751377087378660e-01,-5.279193045420307318e-01,0.000000000000000000e+00
-1.728509413072212064e+00,7.197441108268824717e-02,-8.066719930590714460e-01,6.921235759942477861e-01,-6.653413469567341920e-01,-9.759000729485527159e-02,6.509628317564662758e+00,-1.710962138321508730e-01,-5.279193045420307318e-01,2.000000000000000000e+00
-1.726132940027601759e+00,-8.837240105647912406e-04,3.234303216944959813e-01,-2.312263615497133218e-01,2.836993476160461825e+00,-9.759000729485527159e-02,-9.913139569895426662e-02,5.212194816741971826e-01,-5.279193045420307318e-01,0.000000000000000000e+00
-1.723756466982991675e+00,-1.465999941970708709e-01,-4.030640235042260433e-01,1.038379802573231814e+00,-4.464454205119094410e-01,-9.759000729485527159e-02,-9.913139569895426662e-02,1.386614101057130233e+00,5.993213399764003579e-01,1.000000000000000000e+00
-1.721379993938381370e+00,3.634069514557003999e-01,5.439460506193044423e-04,1.846310997924197839e+00,7.209995205271557683e-01,-9.759000729485527159e-02,-9.913139569895426662e-02,-1.710962138321508730e-01,-5.279193045420307318e-01,0.000000000000000000e+00
-1.719003520893771286e+00,-7.294650749430943160e-01,-8.873935869700405599e-01,1.153798544766227119e+00,-8.112719645866174334e-01,-9.759000729485527159e-02,-9.913139569895426662e-02,1.386614101057130233e+00,2.235744584702564208e-01,2.000000000000000000e+00
-1.716627047849161203e+00,-5.108906696633356281e-01,-8.873935869700405599e-01,4.612860916082575091e-01,-3.734801116969679868e-01,-9.759000729485527159e-02,-9.913139569895426662e-02,5.212194816741971826e-01,-5.823570265935101853e-02,1.000000000000000000e+00
-1.714250574804550897e+00,-5.837488047565886351e-01,-1.048836774791978899e+00,1.038379802573231814e+00,-4.464454205119094410e-01,-9.759000729485527159e-02,-9.913139569895426662e-02,3.481405577976101617e-01,1.296377380937204504e-01,1.000000000000000000e+00
-1.711874101759940814e+00,-7.294650749430943160e-01,-6.452288052371335514e-01,8.075423181872416478e-01,6.480342117122140921e-01,-9.759000729485527159e-02,-9.913139569895426662e-02,5.212194816741971826e-01,-2.461091434124229871e-01,2.000000000000000000e+00
-1.709497628715330508e+00,7.276976269219647131e-01,-8.066719930590714460e-01,2.304486072222672322e-01,1.450652608676571864e+00,-9.759000729485527159e-02,-9.913139569895426662e-02,5.212194816741971826e-01,-5.279193045420307318e-01,0.000000000000000000e+00
-1.707121155670720425e+00,1.164846437481482866e+00,4.041519156054651507e-01,-5.774825881286981266e-01,-5.194107293268510617e-01,-9.759000729485527159e-02,-9.913139569895426662e-02,-6.903329854619109085e-01,-5.279193045420307318e-01,0.000000000000000000e+00
-1.704744682626110119e+00,-2.923162643835765517e-01,-4.837856174151952127e-01,2.304486072222672322e-01,-1.103133199846383805e+00,-9.759000729485527159e-02,-9.913139569895426662e-02,1.982710044436126594e-03,-5.279193045420307318e-01,2.000000000000000000e+00
