-1.527714691206569109e+00,3.406572394921456026e-02,-3.722269571025358381e-01,-9.718645745491926169e-01,7.092859047464769029e-01,4.892790852817366365e-01,1.402718287259167473e+00,-8.486389852704451231e-01,-5.008127617639389628e-01,-9.902976876588626132e-02,6.595137066687807581e-02,-1.137241919282198505e-01,-1.315501664310123331e-01,-2.610297850981333490e-01,2.220937065020961443e-02,0.000000000000000000e+00
-1.238503669485949032e+00,1.051699583571955032e-01,-3.523827647124149753e-01,-7.813836275528868169e-01,6.758274832451219849e-01,4.740454319788665050e-01,1.231226392214960885e+00,-8.334331664844196741e-01,-4.997963949022997121e-01,-7.570273671160117068e-01,-6.577182719459889748e-01,-6.953488281916333502e-01,-6.090647946128071588e-01,-7.251003923351185820e-01,-7.980230223512533305e-01,0.000000000000000000e+00
-9.492926477653290673e-01,2.277153900718296431e-01,-3.343495957054702927e-01,-6.338120981863936132e-01,6.411460385035092635e-01,4.892790852817366365e-01,1.274732389749665407e+00,-7.759278077494928816e-01,-4.948649301013559043e-01,-1.098501110178542017e+00,-1.295588047394182540e+00,-1.047039338676304165e+00,-9.471670190876657625e-01,-8.108932418353235194e-01,-1.231435729794940093e+00,0.000000000000000000e+00
-6.600816260447091022e-01,8.709342547186704753e-02,-3.778141569016960633e-01,-8.192749987295711023e-01,6.246352247600203134e-01,4.892790852817366365e-01,1.315476101726611224e+00,-7.909986252418743646e-01,-4.963235432203911834e-01,-9.856418521966098245e-01,-1.140209759929190270e+00,-9.755712604443248503e-01,-9.029548735825162487e-01,-7.450026621298900809e-01,-9.842238749743283943e-01,0.000000000000000000e+00
-3.708706043240891370e-01,4.959307543464250290e-01,-2.579783543128112422e-01,-3.540304061466579277e-01,6.361665867395994711e-01,4.892790852817366365e-01,1.029855775054327349e+00,-7.766884881156026488e-01,-4.949410299801063062e-01,-1.208745642198346681e+00,-1.529369994703553504e+00,-1.137153479291341585e+00,-1.015422308926652972e+00,-8.442772451229845210e-01,-1.404965198296157736e+00,0.000000000000000000e+00
-8.165958260346914410e-02,4.863271720521057662e-02,-3.664470952413355631e-01,-8.751903734930031042e-01,7.285048413791098687e-01,4.892790852817366365e-01,1.443692189699259831e+00,-8.411490096519230741e-01,-5.003271674743433595e-01,-1.137763768395794406e+00,-1.274673967686926090e+00,-1.037960213415986432e+00,-9.085542211221037112e-01,-8.412735668964351765e-01,-1.407465228136416169e+00,0.000000000000000000e+00
2.075514391171508488e-01,4.844886936370945141e-01,-2.648371237214355300e-01,-3.542352243692348246e-01,6.594040283045091710e-01,4.587247292285518419e-01,1.088646419341965821e+00,-8.156337651531935240e-01,-4.984537618516383661e-01,-9.181156492343138797e-01,-8.486871862812250811e-01,-8.167338934201946454e-01,-6.916740875363859287e-01,-8.025159043394837211e-01,-1.067803639702416429e+00,0.000000000000000000e+00
4.967624608377708140e-01,2.882910055918132541e-01,-3.154687136255495683e-01,-6.223422777220998237e-01,7.072766522803385358e-01,4.740454319788665050e-01,1.274916542120182905e+00,-8.371612791319752445e-01,-5.000566757534179452e-01,-7.371175794384687840e-01,-6.729741564969887735e-01,-7.055491926581169970e-01,-6.547675772332253175e-01,-5.581710909563918355e-01,-8.439824750310708223e-01,0.000000000000000000e+00
7.859734825583908346e-01,5.338145519890815649e-01,-2.390204074080743979e-01,-2.909975981486868091e-01,6.835150578981756819e-01,4.892790852817366365e-01,1.104115218465415937e+00,-8.136191304634280419e-01,-4.982913512243307141e-01,-1.228048390195651152e+00,-1.620577010823011532e+00,-1.166604210388362262e+00,-1.047909874685057918e+00,-8.225528057703757057e-01,-1.413835167181457964e+00,0.000000000000000000e+00
1.075184504279010911e+00,8.964028791729848900e-01,-1.911592979560954378e-02,3.563815988605330554e-01,6.348562046964656425e-01,4.740454319788665050e-01,6.121061225359029079e-01,-7.514043035233023415e-01,-4.922380393500621065e-01,-1.234594951150882469e+00,-1.587149243534681675e+00,-1.156178141925832348e+00,-1.034522515719631386e+00,-8.332583420770570681e-01,-1.509966451587006819e+00,0.000000000000000000e+00
