1.000000000000000000e+00,1.000000000000000000e+00,1.924987580725285863e-01,6.408345752608047841e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.905737704918032960e-01,6.344262295081967151e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.828738201689021348e-01,6.087928464977645504e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.790238450074515819e-01,5.959761549925484125e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.751738698460010291e-01,5.831594634873323857e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.828738201689021348e-01,6.087928464977645504e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.809488325881768722e-01,6.023845007451564815e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.790238450074515819e-01,5.959761549925484125e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.790238450074515819e-01,5.959761549925484125e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.828738201689021348e-01,6.087928464977645504e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.847988077496274251e-01,6.152011922503726193e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.732488822652757388e-01,5.767511177347243168e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.751738698460010291e-01,5.831594634873323857e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.886487829110780057e-01,6.280178837555886462e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.790238450074515819e-01,5.959761549925484125e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.751738698460010291e-01,5.831594634873323857e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.732488822652757388e-01,5.767511177347243168e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.809488325881768722e-01,6.023845007451564815e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.924987580725285863e-01,6.408345752608047841e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.924987580725285863e-01,6.408345752608047841e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.847988077496274251e-01,6.152011922503726193e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.867237953303527154e-01,6.216095380029805773e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.924987580725285863e-01,6.408345752608047841e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.886487829110780057e-01,6.280178837555886462e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.886487829110780057e-01,6.280178837555886462e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.751738698460010291e-01,5.831594634873323857e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.751738698460010291e-01,5.831594634873323857e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.770988574267263194e-01,5.895678092399404546e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.770988574267263194e-01,5.895678092399404546e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.770988574267263194e-01,5.895678092399404546e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.809488325881768722e-01,6.023845007451564815e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.867237953303527154e-01,6.216095380029805773e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.790238450074515819e-01,5.959761549925484125e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.905737704918032960e-01,6.344262295081967151e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.732488822652757388e-01,5.767511177347243168e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.867237953303527154e-01,6.216095380029805773e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.770988574267263194e-01,5.895678092399404546e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.790238450074515819e-01,5.959761549925484125e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.770988574267263194e-01,5.895678092399404546e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.867237953303527154e-01,6.216095380029805773e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.886487829110780057e-01,6.280178837555886462e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.924987580725285863e-01,6.408345752608047841e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.886487829110780057e-01,6.280178837555886462e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.809488325881768722e-01,6.023845007451564815e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.828738201689021348e-01,6.087928464977645504e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.790238450074515819e-01,5.959761549925484125e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.886487829110780057e-01,6.280178837555886462e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.790238450074515819e-01,5.959761549925484125e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.732488822652757388e-01,5.767511177347243168e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.790238450074515819e-01,5.959761549925484125e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.828738201689021348e-01,6.087928464977645504e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.770988574267263194e-01,5.895678092399404546e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.905737704918032960e-01,6.344262295081967151e-01
