0.000000000000000000e+00,1.000000000000000000e+00,1.401384083044982520e-01,8.452792881858622875e-02,3.114186851211071805e-02,0.000000000000000000e+00,6.673257538309440573e-03,2.224419179436480046e-03
3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.650000000000000799e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.432525951557093169e-01,8.640632723677703353e-02,3.183391003460206425e-02,0.000000000000000000e+00,6.821552150271872894e-03,2.273850716757290676e-03
0.000000000000000000e+00,2.000000000000000000e+00,1.525951557093425393e-01,9.204152249134944785e-02,3.391003460207610981e-02,0.000000000000000000e+00,7.266435986159168123e-03,2.422145328719722563e-03
5.000000000000000000e+00,5.000000000000000000e+00,3.166666666666666241e-02,3.166666666666666241e-02,0.000000000000000000e+00,3.166666666666666241e-02,0.000000000000000000e+00,6.966666666666666563e-01
0.000000000000000000e+00,1.000000000000000000e+00,1.432525951557093169e-01,8.640632723677703353e-02,3.183391003460206425e-02,0.000000000000000000e+00,6.821552150271872894e-03,2.273850716757290676e-03
0.000000000000000000e+00,4.000000000000000000e+00,1.525951557093425393e-01,9.204152249134944785e-02,3.391003460207610981e-02,0.000000000000000000e+00,7.266435986159168123e-03,2.422145328719722563e-03
0.000000000000000000e+00,1.000000000000000000e+00,1.463667820069203818e-01,8.828472565496783830e-02,3.252595155709341046e-02,0.000000000000000000e+00,6.969846762234304348e-03,2.323282254078100871e-03
5.000000000000000000e+00,5.000000000000000000e+00,3.233333333333333198e-02,3.233333333333333198e-02,0.000000000000000000e+00,3.233333333333333198e-02,0.000000000000000000e+00,7.113333333333333730e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.401384083044982520e-01,8.452792881858622875e-02,3.114186851211071805e-02,0.000000000000000000e+00,6.673257538309440573e-03,2.224419179436480046e-03
5.000000000000000000e+00,5.000000000000000000e+00,3.099999999999999631e-02,3.099999999999999631e-02,0.000000000000000000e+00,3.099999999999999631e-02,0.000000000000000000e+00,6.820000000000000506e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.494809688581314466e-01,9.016312407315864308e-02,3.321799307958476360e-02,0.000000000000000000e+00,7.118141374196735802e-03,2.372713791398911934e-03
1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,4.800000000000000933e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00,1.479238754325259142e-01,8.922392486406323375e-02,3.287197231833909050e-02,0.000000000000000000e+00,7.043994068215520508e-03,2.347998022738506402e-03
3.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.133333333333332416e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.227272727272727293e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.479238754325259142e-01,8.922392486406323375e-02,3.287197231833909050e-02,0.000000000000000000e+00,7.043994068215520508e-03,2.347998022738506402e-03
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.199999999999998956e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.432525951557093169e-01,8.640632723677703353e-02,3.183391003460206425e-02,0.000000000000000000e+00,6.821552150271872894e-03,2.273850716757290676e-03
0.000000000000000000e+00,1.000000000000000000e+00,1.510380622837369791e-01,9.110232328225403853e-02,3.356401384083043671e-02,0.000000000000000000e+00,7.192288680177951962e-03,2.397429560059317032e-03
0.000000000000000000e+00,0.000000000000000000e+00,1.541522491349480717e-01,9.298072170044484330e-02,3.425605536332178985e-02,0.000000000000000000e+00,7.340583292140384283e-03,2.446861097380127661e-03
5.000000000000000000e+00,5.000000000000000000e+00,3.300000000000000155e-02,3.300000000000000155e-02,0.000000000000000000e+00,3.300000000000000155e-02,0.000000000000000000e+00,7.260000000000000897e-01
1.000000000000000000e+00,1.000000000000000000e+00,2.587108013937282625e-01,3.061411149825783995e-01,6.036585365853659041e-02,3.449477351916376694e-02,3.449477351916376694e-02,1.293554006968641173e-02
1.000000000000000000e+00,1.000000000000000000e+00,2.351916376306620315e-01,2.783101045296167420e-01,5.487804878048781199e-02,3.135888501742160883e-02,3.135888501742160883e-02,1.175958188153310158e-02
5.000000000000000000e+00,5.000000000000000000e+00,3.033333333333333368e-02,3.033333333333333368e-02,0.000000000000000000e+00,3.033333333333333368e-02,0.000000000000000000e+00,6.673333333333334449e-01
1.000000000000000000e+00,2.000000000000000000e+00,2.378048780487805047e-01,2.814024390243902718e-01,5.548780487804878814e-02,3.170731707317073905e-02,3.170731707317073905e-02,1.189024390243902454e-02
1.000000000000000000e+00,3.000000000000000000e+00,2.587108013937282625e-01,3.061411149825783995e-01,6.036585365853659041e-02,3.449477351916376694e-02,3.449477351916376694e-02,1.293554006968641173e-02
1.000000000000000000e+00,1.000000000000000000e+00,2.351916376306620315e-01,2.783101045296167420e-01,5.487804878048781199e-02,3.135888501742160883e-02,3.135888501742160883e-02,1.175958188153310158e-02
1.000000000000000000e+00,0.000000000000000000e+00,2.378048780487805047e-01,2.814024390243902718e-01,5.548780487804878814e-02,3.170731707317073905e-02,3.170731707317073905e-02,1.189024390243902454e-02
1.000000000000000000e+00,0.000000000000000000e+00,2.351916376306620315e-01,2.783101045296167420e-01,5.487804878048781199e-02,3.135888501742160883e-02,3.135888501742160883e-02,1.175958188153310158e-02
1.000000000000000000e+00,0.000000000000000000e+00,2.482578397212543697e-01,2.937717770034843356e-01,5.792682926829268580e-02,3.310104529616725300e-02,3.310104529616725300e-02,1.241289198606271814e-02
1.000000000000000000e+00,0.000000000000000000e+00,2.456445993031358965e-01,2.906794425087108058e-01,5.731707317073170965e-02,3.275261324041812278e-02,3.275261324041812278e-02,1.228222996515679344e-02
5.000000000000000000e+00,5.000000000000000000e+00,3.233333333333333198e-02,3.233333333333333198e-02,0.000000000000000000e+00,3.233333333333333198e-02,0.000000000000000000e+00,7.113333333333333730e-01
1.000000000000000000e+00,0.000000000000000000e+00,2.613240418118467079e-01,3.092334494773519293e-01,6.097560975609756656e-02,3.484320557491289716e-02,3.484320557491289716e-02,1.306620209059233470e-02
1.000000000000000000e+00,0.000000000000000000e+00,2.404181184668989779e-01,2.844947735191638016e-01,5.609756097560976429e-02,3.205574912891986927e-02,3.205574912891986927e-02,1.202090592334494924e-02
5.000000000000000000e+00,5.000000000000000000e+00,3.033333333333333368e-02,3.033333333333333368e-02,0.000000000000000000e+00,3.033333333333333368e-02,0.000000000000000000e+00,6.673333333333334449e-01
1.000000000000000000e+00,4.000000000000000000e+00,2.404181184668989779e-01,2.844947735191638016e-01,5.609756097560976429e-02,3.205574912891986927e-02,3.205574912891986927e-02,1.202090592334494924e-02
1.000000000000000000e+00,0.000000000000000000e+00,2.482578397212543697e-01,2.937717770034843356e-01,5.792682926829268580e-02,3.310104529616725300e-02,3.310104529616725300e-02,1.241289198606271814e-02
5.000000000000000000e+00,5.000000000000000000e+00,3.033333333333333368e-02,3.033333333333333368e-02,0.000000000000000000e+00,3.033333333333333368e-02,0.000000000000000000e+00,6.673333333333334449e-01
1.000000000000000000e+00,0.000000000000000000e+00,2.351916376306620315e-01,2.783101045296167420e-01,5.487804878048781199e-02,3.135888501742160883e-02,3.135888501742160883e-02,1.175958188153310158e-02
1.000000000000000000e+00,1.000000000000000000e+00,2.378048780487805047e-01,2.814024390243902718e-01,5.548780487804878814e-02,3.170731707317073905e-02,3.170731707317073905e-02,1.189024390243902454e-02
1.000000000000000000e+00,0.000000000000000000e+00,2.482578397212543697e-01,2.937717770034843356e-01,5.792682926829268580e-02,3.310104529616725300e-02,3.310104529616725300e-02,1.241289198606271814e-02
1.000000000000000000e+00,2.000000000000000000e+00,2.378048780487805047e-01,2.814024390243902718e-01,5.548780487804878814e-02,3.170731707317073905e-02,3.170731707317073905e-02,1.189024390243902454e-02
1.000000000000000000e+00,2.000000000000000000e+00,2.378048780487805047e-01,2.814024390243902718e-01,5.548780487804878814e-02,3.170731707317073905e-02,3.170731707317073905e-02,1.189024390243902454e-02
