3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.222222222222222543e-01
3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.444444444444445086e-01
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,7.343750000000000000e-01,0.000000000000000000e+00,1.562500000000000000e-02
0.000000000000000000e+00,0.000000000000000000e+00,4.454545454545454919e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.388888888888888618e-01
3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.166666666666666075e-01
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.159722222222222099e-01,0.000000000000000000e+00,1.736111111111111188e-02
3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.222222222222222543e-01
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,7.914930555555554914e-01,0.000000000000000000e+00,1.684027777777777693e-02
2.000000000000000000e+00,2.000000000000000000e+00,1.367647058823529514e-02,0.000000000000000000e+00,4.171323529411765096e-01,3.419117647058823872e-02
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.625000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00,1.352941176470588355e-02,0.000000000000000000e+00,4.126470588235294779e-01,3.382352941176471756e-02
2.000000000000000000e+00,2.000000000000000000e+00,1.367647058823529514e-02,0.000000000000000000e+00,4.171323529411765096e-01,3.419117647058823872e-02
2.000000000000000000e+00,2.000000000000000000e+00,1.411764705882352991e-02,0.000000000000000000e+00,4.305882352941177160e-01,3.529411764705882998e-02
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,7.996527777777777679e-01,0.000000000000000000e+00,1.701388888888889089e-02
2.000000000000000000e+00,2.000000000000000000e+00,1.411764705882352991e-02,0.000000000000000000e+00,4.305882352941177160e-01,3.529411764705882998e-02
3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.444444444444445086e-01
3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.277777777777777901e-01
2.000000000000000000e+00,2.000000000000000000e+00,1.338235294117647196e-02,0.000000000000000000e+00,4.081617647058824461e-01,3.345588235294118251e-02
2.000000000000000000e+00,2.000000000000000000e+00,1.352941176470588355e-02,0.000000000000000000e+00,4.126470588235294779e-01,3.382352941176471756e-02
2.000000000000000000e+00,2.000000000000000000e+00,1.441176470588235482e-02,0.000000000000000000e+00,4.395588235294118351e-01,3.602941176470589313e-02
3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.388888888888888618e-01
2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.222222222222222543e-01,0.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00,6.503496503496504488e-02,0.000000000000000000e+00,3.576923076923076983e-01,0.000000000000000000e+00
2.000000000000000000e+00,3.000000000000000000e+00,1.352941176470588355e-02,0.000000000000000000e+00,4.126470588235294779e-01,3.382352941176471756e-02
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,7.506944444444444420e-01,0.000000000000000000e+00,1.597222222222222446e-02
3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.444444444444445086e-01
3.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.166666666666666075e-01
3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.444444444444445086e-01
2.000000000000000000e+00,0.000000000000000000e+00,1.267156862745098256e-01,0.000000000000000000e+00,4.319852941176471339e-01,2.879901960784313902e-02
3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.388888888888888618e-01
3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.111111111111111827e-01
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.091346153846153966e-01,0.000000000000000000e+00,1.586538461538461800e-02
2.000000000000000000e+00,3.000000000000000000e+00,1.267156862745098256e-01,0.000000000000000000e+00,4.319852941176471339e-01,2.879901960784313902e-02
3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.500000000000000444e-01
2.000000000000000000e+00,0.000000000000000000e+00,1.267156862745098256e-01,0.000000000000000000e+00,4.319852941176471339e-01,2.879901960784313902e-02
2.000000000000000000e+00,3.000000000000000000e+00,1.321078431372549322e-01,0.000000000000000000e+00,4.503676470588235947e-01,3.002450980392156951e-02
2.000000000000000000e+00,2.000000000000000000e+00,1.280637254901960953e-01,0.000000000000000000e+00,4.365808823529412352e-01,2.910539215686274578e-02
3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.388888888888888618e-01
3.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.277777777777777901e-01
3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.444444444444445086e-01
