1.000000000000000000e+00,0.000000000000000000e+00,1.166666666666666685e-01,3.583333333333333925e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.191228070175438664e-01,3.658771929824561897e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.203508771929824583e-01,3.696491228070176160e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.166666666666666685e-01,3.583333333333333925e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.117543859649122867e-01,3.432456140350877982e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.142105263157894707e-01,3.507894736842105399e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.129824561403508926e-01,3.470175438596491690e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.215789473684210642e-01,3.734210526315789869e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.191228070175438664e-01,3.658771929824561897e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.191228070175438664e-01,3.658771929824561897e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.228070175438596562e-01,3.771929824561404132e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.191228070175438664e-01,3.658771929824561897e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.191228070175438664e-01,3.658771929824561897e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.117543859649122867e-01,3.432456140350877982e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.142105263157894707e-01,3.507894736842105399e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.142105263157894707e-01,3.507894736842105399e-01
0.000000000000000000e+00,0.000000000000000000e+00,5.222153465346535128e-01,8.403465346534655378e-02
0.000000000000000000e+00,0.000000000000000000e+00,4.845297029702970715e-01,7.797029702970299792e-02
1.000000000000000000e+00,1.000000000000000000e+00,1.191228070175438664e-01,3.658771929824561897e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.191228070175438664e-01,3.658771929824561897e-01
0.000000000000000000e+00,0.000000000000000000e+00,5.444444444444445086e-01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,1.154385964912280765e-01,3.545614035087719662e-01
0.000000000000000000e+00,1.000000000000000000e+00,5.060643564356435142e-01,8.143564356435645246e-02
1.000000000000000000e+00,1.000000000000000000e+00,1.228070175438596562e-01,3.771929824561404132e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.215789473684210642e-01,3.734210526315789869e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.117543859649122867e-01,3.432456140350877982e-01
0.000000000000000000e+00,0.000000000000000000e+00,5.168316831683168466e-01,8.316831683168318667e-02
1.000000000000000000e+00,1.000000000000000000e+00,1.154385964912280765e-01,3.545614035087719662e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.154385964912280765e-01,3.545614035087719662e-01
