2.076684170706540877e-01,3.866922233732612152e-02,nan,-2.871832634470951606e-01,-2.116036847575796243e-01,-5.228563105775163589e-01,-1.303588887871588164e-01,-4.047701921574394790e-01,-1.165861914225411328e-01,-8.009808128374861225e-01,-7.229948583269121265e-01,-8.316801666734591203e-01,-8.314777721570575375e-01,1.371334213658513601e+00,-8.717086054829076280e-01,4.569222822157981839e-02,-8.603932220978265377e-01,5.397236634757043294e-01,1.405031777436651363e-01,0.000000000000000000e+00
8.569542868200935581e-01,1.765976586997629605e-01,nan,-2.871832634470951606e-01,-2.116036847575796243e-01,-5.052234856410400266e-01,-1.256644168737891809e-01,-4.395879639762462765e-01,-1.189877823096713028e-01,-7.885023398447650322e-01,-6.947907475027188529e-01,-8.291375778079110859e-01,-8.224611309430983619e-01,1.506224063752575892e+00,-9.310719863036523991e-01,5.205471419028028998e-03,-8.449368215884738298e-01,5.086172800420776241e-01,2.671358488382473140e-01,0.000000000000000000e+00
-2.657691962883121928e-01,2.800439859715906366e-01,nan,-2.871832634470951606e-01,-2.116036847575796243e-01,-5.228563359688370715e-01,-1.293346409269805208e-01,-3.699524725652644230e-01,-1.144133258570668304e-01,-8.029005759196872205e-01,-7.167272931859429708e-01,-8.418505084056823184e-01,-8.314777721570575375e-01,1.448414144102173839e+00,-9.310719863036523991e-01,6.593565217050266491e-02,-8.655453548281248910e-01,4.823713985442713570e-01,2.406983001457019822e-01,0.000000000000000000e+00
-1.226171211959357965e+00,2.455618768809813834e-01,nan,-2.871832634470951606e-01,-2.116036847575796243e-01,-4.523248394401961359e-01,-1.279689757460380217e-01,-3.119228876850075882e-01,-1.149088902648922467e-01,-8.096197467073911191e-01,-7.104597111225158246e-01,-8.596486121578932327e-01,-8.374888708080192590e-01,1.573668980128117179e+00,-1.014180694876261501e+00,7.605735959019938042e-02,-8.603932220978265377e-01,6.631773349273223372e-01,3.831910012401972820e-01,0.000000000000000000e+00
-1.158537267193791465e+00,-2.027055412969383519e-01,nan,-2.871832634470951606e-01,-2.116036847575796243e-01,-3.817934413029230312e-01,-1.231891498942523089e-01,-3.583465346985603706e-01,-1.153663383556572247e-01,-8.048203390018884296e-01,-7.323962286016433287e-01,-8.316801666734591203e-01,-8.344833228350350129e-01,1.323159264718779760e+00,-8.479632670456374033e-01,5.581394475080594941e-02,-8.578171534142196020e-01,6.159344043028737170e-01,1.058212258400934441e-01,0.000000000000000000e+00
-1.469653413115397766e+00,9.039238597323993873e-02,nan,-2.871832634470951606e-01,-2.116036847575796243e-01,-4.523249029184979730e-01,-1.300174740475002755e-01,-4.047701921574394790e-01,-1.165861914225411328e-01,-8.172988171779749234e-01,-7.355300139925375902e-01,-8.545634481567661034e-01,-8.434999640489941886e-01,1.419509162598247221e+00,-9.310719863036523991e-01,9.630071977241648484e-02,-8.758496086964320249e-01,6.097132687149779962e-01,2.279290824928309200e-01,0.000000000000000000e+00
-1.334385523584264543e+00,-9.613119412903410321e-01,nan,3.482097069296029801e+00,-2.116036847575796243e-01,-2.936291484030416066e-01,-1.113249100505373235e-01,-3.338077580651151177e-02,-8.700471070443986654e-02,-4.429446351713904328e-01,-3.782781409814321982e-01,-4.146958970712294468e-01,-5.339285093066569177e-01,9.570296839941675460e-01,-1.652846066578927686e-01,-7.235569708845496217e-01,-4.404947129334135791e-01,6.044753652040617958e-02,-1.817876456609639757e-01,0.000000000000000000e+00
-1.496706991021624411e+00,-2.199465958422429646e-01,nan,-2.871832634470951606e-01,-2.116036847575796243e-01,-6.440189101111408465e-02,-8.473375081656533969e-03,1.304285031638864438e-02,-1.092670544946883482e-01,-4.966980533066770453e-01,-3.970808251227009311e-01,-5.163993830433053489e-01,-5.639839619865640863e-01,1.323159264718779760e+00,-5.452101391936816643e-01,-4.603927783820811470e-01,-5.435372979856429865e-01,-2.397881972517483529e-01,-3.020064110172936567e-03,0.000000000000000000e+00
-1.537287357880964489e+00,-2.544287049328521899e-01,nan,-2.871832634470951606e-01,-2.116036847575796243e-01,-1.878319258274858405e-01,-1.133734333795064081e-01,-2.538932923594244273e-01,-1.099913523140962773e-01,-5.034172500112085169e-01,-3.939470679359033944e-01,-5.240271816765434965e-01,-5.790117153764522406e-01,1.419509162598247221e+00,-5.570828003982625232e-01,-5.413662919871846668e-01,-5.512655295395006982e-01,-1.520065146155211155e-01,2.459620414401295779e-02,0.000000000000000000e+00
-5.363049753505786388e-01,-3.751160867499844231e-01,nan,-2.871832634470951606e-01,-2.116036847575796243e-01,-1.878319575666367591e-01,-1.021067261836555579e-01,-2.771051263115271723e-01,-1.072466807521767623e-01,-4.093487293992156273e-01,-3.312713319139216073e-01,-3.943551998768143330e-01,-4.978619119908991864e-01,1.053379580139337079e+00,-2.305842432830872701e-01,-7.134350994933238432e-01,-4.198861959229677199e-01,-8.129946592064700439e-02,-1.402606841615757771e-01,0.000000000000000000e+00
-1.442599835209171122e+00,3.834903132434182571e-01,nan,-2.871832634470951606e-01,-2.116036847575796243e-01,-4.875906035740920630e-01,-1.313831386753486763e-01,-4.163761300241435315e-01,-1.159381438374760959e-01,-8.595336386782755911e-01,-7.731354866302330153e-01,-9.155855282983708099e-01,-8.675443505378610531e-01,1.496589084370417266e+00,-1.097289407723033072e+00,2.987347315234102352e-01,-9.119145123054834823e-01,7.817707690034255696e-01,4.946089902021003071e-01,0.000000000000000000e+00
-1.374965890443604621e+00,-1.168204595833996384e+00,nan,-2.871832634470951606e-01,-2.116036847575796243e-01,9.429360959113515517e-02,-4.713874836164050341e-02,-1.726519466443491024e-01,-1.117067715385352406e-01,-3.536755481817278057e-01,-3.187361621462478922e-01,-2.951943668434745538e-01,-4.527787059211038079e-01,6.101700707053628880e-01,1.196595828142205803e-01,-8.450172412922049014e-01,-3.194197421527077974e-01,5.220657118546723902e-02,-2.768973271062680763e-01,0.000000000000000000e+00
9.651685984450001365e-01,1.076334405185445514e-01,nan,-2.871832634470951606e-01,-2.116036847575796243e-01,-3.465277596908195035e-01,-1.218234873405066726e-01,-4.047702026027658606e-01,-1.179585295193195660e-01,-7.971412737146700289e-01,-7.073259172703926234e-01,-8.393079195401341730e-01,-8.254666789160824969e-01,1.477319082248649496e+00,-9.488809941386322500e-01,6.593565217050266491e-02,-8.500889682295194039e-01,5.154218592907501284e-01,2.620157094095901806e-01,0.000000000000000000e+00
-6.039389201161452503e-01,-1.165002685704153301e-01,nan,-2.871832634470951606e-01,-2.116036847575796243e-01,-1.349333938875851846e-01,-9.416879608360770315e-02,-2.190754892046386793e-01,-1.107918807091195917e-01,-3.987900583639369390e-01,-3.312713319139216073e-01,-3.765571327378538502e-01,-4.858397038690017711e-01,9.473947046120090310e-01,-1.712209372601832535e-01,-7.033134102926857922e-01,-4.018537870099126996e-01,-6.995855929737147816e-02,-1.875988362053516434e-01,0.000000000000000000e+00
-1.659028458458984279e+00,-1.357856195832346957e+00,nan,-2.871832634470951606e-01,-2.116036847575796243e-01,7.666111474182818464e-02,-7.675659264672611559e-02,-4.498659877462594242e-02,-1.040445684071868021e-01,-4.755806594024646894e-01,-4.409538770034138744e-01,-4.299514714544241389e-01,-5.579728714505827192e-01,7.065199685848303490e-01,-7.030315674015935601e-02,-6.223398966875822724e-01,-4.559511528565501348e-01,1.519070042459437497e-01,-2.656883322215432552e-01,0.000000000000000000e+00
-6.286736199161235827e-02,2.283208223356767985e-01,nan,-2.871832634470951606e-01,-2.116036847575796243e-01,-4.170591641759227586e-01,-1.221648994068771782e-01,-3.351346798558049733e-01,-1.152138555901187217e-01,-7.990610497552850244e-01,-7.104597111225158246e-01,-8.418505084056823184e-01,-8.254666789160824969e-01,1.467684085523510928e+00,-9.548173354263284063e-01,8.617901235271976934e-02,-8.552410916859861656e-01,4.687621077667727953e-01,2.672712872975746556e-01,0.000000000000000000e+00
2.888291507893340215e-01,2.142816779202151578e-02,nan,-2.871832634470951606e-01,-2.116036847575796243e-01,-4.523249346576488916e-01,-1.279689778201408001e-01,-4.627998292643279998e-01,-1.186828184253986840e-01,-8.048203390018884296e-01,-7.198610672951987199e-01,-8.393079195401341730e-01,-8.374888708080192590e-01,1.438779147377034828e+00,-9.013903065786857960e-01,2.544884982030396273e-02,-8.629692884629758254e-01,6.184619252765026776e-01,2.029116385078519047e-01,0.000000000000000000e+00
-1.374965890443604621e+00,-6.509729594748581150e-01,nan,-2.871832634470951606e-01,-2.116036847575796243e-01,-1.525662378675520792e-01,-1.075693505875813805e-01,-1.726518004097805647e-01,-1.098769899826291946e-01,-4.957381717655764963e-01,-3.970808251227009311e-01,-5.062290230044570460e-01,-5.730006248404707625e-01,1.313524276665130941e+00,-4.799103957144293386e-01,-5.616096703884606578e-01,-5.332330278881307617e-01,-1.035257063208294415e-01,-2.987081902210497741e-02,0.000000000000000000e+00
1.806148391644274431e-01,-1.165002685704153301e-01,nan,-2.871832634470951606e-01,-2.116036847575796243e-01,-4.170591832194133208e-01,-1.283103926519816862e-01,-4.511938705069713507e-01,-1.176535655321216678e-01,-7.933017449585849645e-01,-7.167272931859429708e-01,-8.189672337873598051e-01,-8.284722241840732915e-01,1.352064246222706156e+00,-8.301542592106574414e-01,-4.916308876903851058e-03,-8.475128833167072662e-01,5.994093503031713288e-01,9.598789230708362763e-02,0.000000000000000000e+00
1.411552633897739772e+00,2.142816779202151578e-02,nan,-2.871832634470951606e-01,-2.116036847575796243e-01,-3.288948363629753402e-01,-1.301028298526088478e-01,-3.583465346985603706e-01,-1.162812287733717975e-01,-8.086598651662906256e-01,-7.292624432107490673e-01,-8.443930995595584355e-01,-8.344833228350350129e-01,1.390604198437301209e+00,-9.132629731259694905e-01,9.630071977241648484e-02,-8.655453548281248910e-01,5.406959225990516371e-01,1.945985968597730431e-01,0.000000000000000000e+00
-1.388492679396717833e+00,-1.165002685704153301e-01,nan,-2.871832634470951606e-01,-2.116036847575796243e-01,-4.875906702263090309e-01,-1.293346415261657500e-01,-4.744057357950530185e-01,-1.184159747281768316e-01,-8.153790463207255534e-01,-7.386638078446607913e-01,-8.469356838484500827e-01,-8.434999640489941886e-01,1.371334213658513601e+00,-8.895176346886991547e-01,7.605735959019938042e-02,-8.706974736476759125e-01,6.709541292059582052e-01,1.547698549412902802e-01,0.000000000000000000e+00
-4.934057303849904291e-02,-1.081999323107473376e+00,nan,-2.871832634470951606e-01,-2.116036847575796243e-01,1.119267392234601505e-01,-7.812224183403164435e-02,5.946653911124673286e-02,-9.020682407868259312e-02,-2.682460391901226870e-01,-2.341238719798129364e-01,-2.011186795046367715e-01,-3.776399660215976617e-01,5.330901662761730053e-01,2.502590163456964722e-01,-9.867209811964302579e-01,-2.241053886543359630e-01,-4.100768725326767693e-03,-2.800790702765492690e-01,0.000000000000000000e+00
-1.239698000912471398e+00,4.524545314246366523e-01,nan,-2.871832634470951606e-01,-2.116036847575796243e-01,-4.346920271993802154e-01,-1.260058393106736063e-01,-3.931642814485839521e-01,-1.182253738958482098e-01,-8.201784514345457078e-01,-8.138747333771840786e-01,-8.087968737485113913e-01,-8.314777721570575375e-01,7.257899533636179568e-01,-5.927007840120049886e-01,2.481262399725735757e-01,-8.397846981320071791e-01,6.839266674210862096e-01,-4.148038904128352189e-01,0.000000000000000000e+00
